14|10|What are therapeutic goals?|0|"   1. ''In describing their goals for medical care, people often select one of the following:  Do you seek primarily a cure; to prolong life if possible but to reevaluate interventions that are not working; to value quality of life over life prolongation; or comfort only with no life-prolonging interventions?''
   2. Especially if patient seems to have unrealistic goals of care, does (s)he have all information desired regarding his/her condition?
   3. ''Do you feel well-treated/respected by the team?''    
   4. Coordinate/communicate goals of care w/ PCP. e.g: ''I have your patient Mrs. Jones, who has advanced dementia, in the ED. Have you ever spoken with the family regarding the care plan when the illness progresses? (Allow the primary physician to respond). She is here with another infection. What do you suggest that I tell them regarding her prognosis so that we can figure out the best next steps?"|Ensure goals c/w medical possibilities. discuss discrepancies as relevant.  translate goals into care intervention/plan to avoid or facilitate withdrawal of particular intervention. Ensure common understanding of and comfort with  goals.||0
15|9|Which trajectory is patient on?|0||||0
16|52|Organ Failure Trajectory|0||||0
17|16|COPD|0|"   1. Severe chronic lung disease as documented by both a and b:
   2. disabling dyspnea at rest, poorly or unresponsive to bronchodilators resulting in decreased functional capacity, e.g., bed to chair existence, fatigue, and cough (documentation of Forced Expiratory Volume in one second [FEV1] after bronchodilator less than 30% of predicted is objective evidence for disabling dyspnea, but not mandatory).
   3. progression of end stage pulmonary disease with increasing visits to the emergency department or hospitalizations for pulmonary infections and/or respiratory failure (documentation of serial decrease of FEV1>40 mL/year is objective for disease progression, but not mandatory).
   4. Hypoxemia at rest on room air (p02 ? 55 mmHg or oxygen saturation ? 88% or hypercapnia (pCO2 ? 50 mmHg). these may be obtained from recent hospital records).
   5. Right heart failure secondary to pulmonary disease (e.g., not secondary to left heart disease or valvulopathy).
   6. Unintentional progressive weight loss of > 10% body weight over preceding six months.
   7. Resting tachycardia > 100/min"|Discuss goals of care in context of the patient and prognosis. Is patient bouncing back to hospital/ED frequently? Help patients and caregivers consider issues and utility of mechanical ventilation, and possibility of transfer to hospice||0
18|16|Congestive Heart Failure|0|"1. Seattle model https://depts.washington.edu/shfm/iPhone/app.php
2. New York Heart Failure model 
   1. Class I: No symptoms and no limitations in ordinary physical activity, e.g. shortness of breath when walking, climbing stairs. 
   2. Class II: Mild symptoms (mild shortness of breath and/or angina) and slight limitation in ordinary activity
   3. Class III: Marked limitation in activity due to symptoms, even during less than ordinary activity, e.g. walking short distances (20-100m); comfortable only at rest
   4. Class IV: Severe limitations. symptoms at rest. mostly bedbound
3. Hospice eligibility: 
   1. At the time of initial certification or recertification, patient is already optimized with diuretics and vasodilators. If side effects, such as hypotension or hyerkalemia, prohibit use of ACE inhibitors or combination of hydralazine and nitrates, it must be documented in the records OR patient has angina at rest resistant to standard nitrate therapy and are either not candidates or have declined invasive procedures.
   2. The patient has significant symptoms of recurrent CHF at rest (NYHA Class IV)
   3. Documentation of the following may additionally support eligibility:
      1. Treatment resistant symptomatic supraventricular or ventricular arrhythmias
      2. History of cardiac arrest or resuscitation
      3. History of unexplained syncope
      4. Brain embolism of cardiac origin
      5. Concomitant HIV infection
      6. Documented ejection fraction of 20% or less"|"The heart failure disease trajectory is thought to be unpredictable with multiple variables that affect mortality. SHFM has been used to est mean, 1yr, 2yr, 5-yr survival. it calculates projected survival at baseline and after interventions using clinical history, lab values, medication and device data, and NYHA Classifications. Although long-term prognosis may seem irrelevant in the ED, models may help patients conceptualize the need to think about Goals of care and advance planning. In advanced CHF, delivering a qualitative prognosis of incurable can be useful to some.
1. Seattle Model - SHFM has been used to estimate mean 1, 2, and 5-yr projected survival at baseline and post-interventions for CHF patients based on many  individual patient characteristics. Uses clinical history, lab values, medical & device data, and NYHA Classifications. Although long-term prognosis may seem irrelevant in the ED, models may help patients conceptualize the need to think about their GOC and advance care planning. In advanced CHF, delivering  qualitative prognosis of incurable can be helpful to patients (families).
2. New York Heart Failure Model - pts w/ NYHA Class IV disease are eligible for hospice under Medicare. patients without Class IV NYHA disease can qualify if angina persists despite optimal medical therapy, they are poor candidates for invasive procedures, or they decline invasive procedures."||0
19|18|Seattle Heart Failure Model|0||||0
20|18|New York Heart Failure Model|0||||0
21|16|Liver Disease|0|"1. Hospice eligibility:  ( both 1 and 2 must be present): 
   1. Prothrombin time prolonged > 5 seconds over control, or INR > 1.5
   2. Serum albumin <2.5 gm/dL
   3. End stage liver disease is present, with at least one of the following:
      1. Ascites, refractory to treatment or patient noncomplaint
      2. Spontaneous bacterial peritonitis
      3. Hepatorenal syndrome (elevated creatinine and BUN with oliguria
      4. (<400ml/day) and urine sodium concentration <10 mEq/l)
      5. Hepatic encephalopathy, refractory to treatment, or patient noncomplaint. recurrent variceal bleeding, despite intensive therapy
   4. Documentation of the following supports eligibility 
      1. Progressive malnutrition
      2. Muscle wasting with reduced strength and endurance 
      3. Continued active alcoholism (> 80 gm ethanol/day)
      4. Hepatocellular carcinoma
      5. HBsAg (Hepatitis B) positivity
      6. Hepatitis C refractory to interferon treatment"|||0
22|16|Renal Failure|0|"1. Comorbidities: 
   1. Coronary artery disease
   2. Peripheral vascular disease
   3. Vascular dementia
2. Secondary conditions
   1. Hyperparathyroidism
   2. Calciphylaxis
   3. Nephrogenic systemic fibrosis
   4. Electrolyte abnormalities
   5. Anorexia
3. Structural impairments"|An intermediary is established for criteria for non-cancer diagnoses, regarded by centers for hospice, as ''reasonable approach to the determination of life expectancy based on available research, and may be revised as more research is available.''  Coverage of hospice care for patients not meeting the criteria in this policy may be denied. However, some patients may not meet criteria, yet still be appropriate for hospice, because of other comorbidities or rapid decline. Coverage is therefore approved on an individual basis. Patients awaiting liver transplant who otherwise fit the below criteria may be certified for the Medicare hospice benefit, but if a donor organ is procured, the patient is discharged from hospice.||0
23|15|Terminal Illness Trajectory|0||||0
24|52|Use ADL's|0|"   1. Ability to walk to bathroom
   2. Bathing
   3. Grooming
   4. Dressing
   5. Eating
   6. Toileting
   7. Transfer from bed to chair"|Inversely correlated with propensity for death.  Ability = Strong predictors of life expectancy||0
25|52|Use IADL's|0|"   1. Uses a telephone
   2. Get places beyond walking distance
   3. Shop for groceries
   4. Prepares own meals
   5. Does own housework
   6. Does own laundry 
   7. Takes own medicine correctly
   8. Manages own money"|May use questions from geriatrics section of Instrumental ADL Assessment for serious or terminal illness.  Disposition of discharge from ED may be possible, usually with assistance from a social worker.  Going home is sometimes safer and most often desired.||0
26|0|Ignore this for now, Joy removed this page|0||||0
27|22|Familiar patient characteristics that signal end of life|0|"   1. In CHF, hemodynamic failure requiring inotropic support
   2. In CHF, progressive renal insufficiency
   3. In CHF, increasingly frequent repeat hospital admissions
   4. In renal failure, discontinuation of dialysis
   5. In renal failure, severe hyperkalemia without treatment
   6. In COPD, respiratory failure
   7. Sepsis in frail, bedridden patient
   8. Any condition causing coma where fluids are not given, e.g. massive cerebrovascular accident, post-resuscitative hypoxic encephalopathy"|||0
28|0|Prognostication in Cancer|0||||0
29|77|Australia Modified Karnosky Scale|0||The Australia-modified karnofsky Performance scale (AkPs) is a measure of the patient's overall performance status or ability to perform their activities of daily living. it is a single score between 10 and 100 assigned by a clinician based on observations of a patient's ability to perform common tasks relating to activity, work and self-care. A score of 100 signifies normal physical abilities with no evidence of disease. Decreasing numbers indicate a reduced performance status.||0
30|77|Palliative Prognostic Index|0||"PPI uses Palliative Performance Scale along with measures of oral intake, edema, delirium, and dyspnea at rest to predict survival. It has been shown that a PPI of > 6 correlates to a clinical survival of less than 3 weeks.  ~10% patients score <50% would be expected to survive > 6 mo. Certain clinical factors inc predictive value of estimated length of survival when used with performance status. In one small prospective study, for example, it was demonstrated that there was a significant relationship between length of survival and dysphagia, cognitive failure and weight loss. The presence of all three factors – weight loss of 10 kg or more, MMSE of < 24, and dysphagia to solids or liquids predicted survival of less than 4 weeks with an accuracy of 74 %. The estimates in this study were equivalent to that of two physician estimates.	PPI score > 6 = survival shorter than 3 weeks; PPI score >4 = survival shorter than 6 weeks; PPI score ?4 = survival more than 6 weeks"||0
31|77|Palliative Performance Scale - Calculator|0||"Read horizontally at each level to find a 'best fit' for the patient, who is then assigned as the PPS% score. Begin at the left column and read downwards until the appropriate ambulation level is reached, then read across to the next column and downwards again until the activity/evidence of disease is located. Repeat until all five columns are covered before assigning the actual PPS for that patient. In this way, 'leftward' columns (columns to the left of any specific column) are 'stronger' determinants and generally take precedence over others. 		 	 	 
	
PPS scores are in 10% increments only. Sometimes, there are several columns easily placed at one level but one or two which seem better at a higher or lower level. One then needs to make a 'best fit' decision. Choosing a 'half-fit' value of PPS 45%, for example, is not correct. The combination of clinical judgment and 'leftward precedence' is used to determine whether 40% or 50% is the more accurate score for that patient. PPS may be used for several purposes. First, it is an excellent communication tool for quickly describing a patient's current functional level. Second, it may have value in criteria for workload assessment or other measurements and comparisons. Finally, it appears to have prognostic value. "||0
32|0|Oral Intake - Calculator|0||||0
33|0|Edema - Calculator|0||||0
34|0|Dyspnea at Rest - Calculator|0||||0
35|0|Delirium - Calculator|0||||0
36|77|ECOG|0||||0
37|52|Sudden Death Trajectory|0||Cardiac arrest survival data poses significant challenges, but use basic principles to prognosticate poorer prognosis in important task of counseling severely ill('s caregivers) re: +/- CPR. help them conceptualize likelihood of successful CPR. Clear misconceptions of wildly successful media examples that often influence both patients and caregivers to choose resuscitation despite a likely poor outcome.) QOL post-resuscitation difficult to predict. Alert patient('s families) that it is often complicated and, many times, profoundly reduced.||0
38|37|Poor prognostic indicators s/p cardiac arrest|0|"   1. Delay to CPR
   2. Prolonged arrest time
   3. Long CPR time, of course considering cause of arrest, age, preexisting morbidities
   4. Increased likelihood of death post cardiac arrest prehospital:
      1. Sepsis
      2. Cancer
      3. Dementia
      4. Coronary artery disease 
      5. African-american heritage
      6. Serum creatinine > 1.5
      7. For witnessed arrest in the ED, chance of ROSC increases, but still bears poor overall survival similar to (if higher than) out-of-hospital cardiac arrest."|||0
39|37|Tools for discussions for patients receiving CPR|0|"   1. ''CPR is a therapy that, by definition, we use only when a patient dies, and when we do not do it, we allow natural death.''
   2. ''The typical outcomes shown on television are usually fictitious.''
   3. ''Patients with chronic, progressive, irreversible illness will not become better than their baseline functioning prior to the cardiac arrest.''
   4. ''Resuscitation may give the patient more days physically, but the quality of that time is likely to be poor.''
   5. ''If the patient has a cardiac arrest out of the hospital, the survival rate is poor.''
   6. ''Choosing CPR usually precludes natural death at home because EMS is called and pt is typically transported to the hospital.''"|||0
40|37|Trauma|0||Prognostication for severe trauma pt can be very difficult in acute phase, depending age, comorbidities,  whether penetrating vs blunt. can use injury severity scores, in older adults = poor prognosis, nearly double fatality rate eg. severe brain injury.  trauma surgeon often best judge of predicted mortality of any set of injuries.  In some centers, trauma surgeons will want to handle communications. In others, EPs may need to prepare for bad news, galvanize support for family in ED, focus on sx control.||0
41|52|Frailty Trajectory|0|"   1. Poor predictors of survival in debility and adult failure to thrive that could warrant referral to hospice
      1. recurrent or intractable infections such as pneumonia, urinary tract infection, or sepsis;
      2. progressive weight loss of > 10% in the last 6 months;
      3. dysphagia with recurrent aspiration or inadequate oral intake;
      4. progressive deep ulcerations
   2. hospice criteria for adult failure to thrive
      1.  Karnofsky or Palliative Performance Scale value less than or equal to 40%
      2. BMI <22"|Colloquially, ''the dwindles'' or ''Failure To Thrive.'' Not unusual for patients w/o clearly predominant disease state to present with multiple medical problems, deterioration. Prognosis can be difficult in these patients. Termed Adult FTT if weight loss is major driving factor, and ''debility'' when there are multiple medical problems. may be seen by families as chronically ill but not at EOL.  decline so slow neither may feel pressure to decide goals, advance care planning. Particularly in LTAC, + in/out hospital w/ episodic infections, cv or neurological events recovering each time only w/ added overall decline.  you may be the key to not rehospitalize or focus on comfort if hospitalized again. there are a combination of factors shown to predict mortality.  prognosis tends to follow performance status.||0
42|41|Dementia|0||Chronic, progressive, incurable neurodegenerative disorder -> significant physical, psychological, social, existential distress for patients, caregivers. most common type is Alzheimer disease, then vascular dementia. dementia prognostication can be difficult 2/2 slow decline, different clinical paths of the etiologies. vascular/ischemic-related may have periods of improvement w/in long course of decline. Alzheimer-type tend to have a more linear decline. In later stages, persistent impaired brain functioning begets other progressive system failures and death.||0
43|42|Help Dementia Patient Caregivers|0|"   1. Understand the indolent, progressive, terminal nature of dementia to allow them to prepare for goal setting, advance care planning
   2. Enable them to support in physical (psychological, social, existential) domain(s). commonly chronic grief may debilitate caregivers long before death arrives, who feel loved one is slipping away
   3. Use NEST for dementia"|||0
44|42|Dementia patient hospice eligibility|0|"   1. Stage #1: No difficulty, either subjectively or objectively
   2. Stage #2: Complains of forgetting location of objects; subjective work difficulties
   3. Stage #3: Decreased job functioning evident to coworkers; difficulty in traveling to new locations
   4. Stage #4: Decreased ability to perform complex tasks (e.g., planning dinner for guests; handling finances)
   5. Stage #5: Requires assistance in choosing proper clothing
   6. Stage #6
      1. Difficulty putting clothing on properly without assistance
      2. Unable to bathe properly; e.g., difficulty adjusting bath water temperature) occasionally or more frequently over the past weeks.
      3. Inability to handle mechanics of toileting (e.g., forgets to flush the toilet, does not wipe properly or properly dispose of toilet tissue) occasionally or more frequently over the past weeks. 
      4. Urinary incontinence, occasional or more frequent. 
      5. Fecal Incontinence, (occasional or more frequently over the past week).            
   7. Stage #7
      1. Ability to speak limited to approximately a half dozen different words or fewer, in the course of an average day or in the course of an intensive interview. 
      2. Ability to speak limited to approximately a half dozen different words or fewer, in the course of an average day or in the course of an intensive interview 
      3. Speech ability limited to the use of a single intelligible word in an average day or in the course of an interview (the person may repeat the word over and over. 
      4. Ambulatory ability lost (cannot walk without personal assistance).
      5. Ability to sit up without assistance lost (e.g., the individual will fall over if there are no lateral rests [arms] on the chair).
      6. Loss of the ability to smile. 
   8.  Need assistance with at least 3 ADLs:
   9.  increased frequency of bowel and bladder incontinence
   10. Inability to speak at least 6 intelligible words on average day      
   11. Must have a history of 1+ of the following in  last 12 mo:
      1. Aspiration
      2. Urinary tract infection
      3. Sepsis
      4. Pneumonia
      5. Multiple stage 3-4 pressure ulcers
   12. Evidence of nutritional compromise including albumin < 2.5 or unintentional weight loss >10% over last 12 months"|Hospice eligibility per National Hospice and Palliative Care Organization formulates dementia prognosis <6 months). Reisberg Functional Assessment Staging (FAST) Scale has been used for many years to describe Medicare beneficiaries with Alzheimer's Disease and a prognosis of six months or less. FAST Scale is 16-item scale designed to parallel the progressive activity limitations associated with Alzheimer's Disease. Stage 7 identifies the threshold of activity limitation that would support a six-month prognosis.||0
45|0|Debility and Adult Failure to Thrive|0||||0
46|41|Amyotrophic lateral sclerosis|0||||0
47|46|Amyotrophic lateral sclerosis general considerations|0|"   1. ALS tends to progress in a linear fashion over time. Thus the overall rate of decline in each patient is fairly constant and predictable, unlike many other non-cancer diseases.
   2. However, no single variable deteriorates at a uniform rate in all patients. Therefore, multiple clinical parameters are required to judge the progression of ALS.
   3. Although ALS usually presents in a localized anatomical area, the location of initial presentation does not correlate with survival time. By the time patients become end-stage, muscle denervation has become widespread, affecting all areas of the body, and initial predominance patterns do not persist.
   4. Progression of disease differs markedly from patient to patient. Some patients decline rapidly and die quickly; others progress more slowly. For this reason, the history of the rate of progression in individual patients is important to obtain to predict prognosis.
   5. In end-stage ALS, two factors are critical in determining prognosis: ability to breathe, and to a lesser extent ability to swallow. The former can be managed by artificial ventilation, and the latter by gastrostomy or other artificial feeding, unless the patient has recurrent aspiration pneumonia. While not necessarily a contraindication to hospice care, the decision to institute either artificial ventilation or artificial feeding will significantly alter six month prognosis.
   6. Examination by a neurologist within three months of assessment for hospice is advised, both to confirm the diagnosis and to assist with prognosis."|||0
48|46|Amyotrophic lateral sclerosis hospice eligibility|0|"(must fulfill 1, 2, or 3)
1. Patient demonstrates critically impaired breathing capacity as demonstrated by all the following characteristics occurring within the 12 months preceding initial hospice certification: 
   1. Vital capacity (VC) less than 30% of normal
   2. Significant dyspnea at rest
   3. Requiring supplemental oxygen at rest
   4. Patient declines artificial ventilation
2. Patient must demonstrate both rapid progression of ALS and critical nutritional impairment (Rapid progression of ALS as demonstrated by all the following characteristics occurring within the 12 months preceding initial hospice certification:
   1. Progression from independent ambulation to wheelchair or bedbound status
   2. Progression from normal to barely intelligible or unintelligible speech
   3. Progression from normal to pureed diet
   4. Progression from independence in most or all activities of daily living (ADLs) to needing major assistance by caretaker in all ADLs.
   5. Critical nutritional impairment as demonstrated by all the following characteristics occurring within the 12 months preceding initial hospice certification:
   6. Oral intake of nutrients and fluids insufficient to sustain life
   7. Continuing weight loss
   8. Dehydration or hypovolemia
   9. Absence of artificial feeding methods
3. Patient must demonstrate both rapid progression of ALS and life-threatening complications
   1. Life-threatening complications as demonstrated by one of the following characteristics occurring within the 12 months preceding initial hospice certification:
   2. Recurrent aspiration pneumonia (with or without tube feedings)
   3. Upper urinary tract infection, e.g., pyelonephritis
   4. Sepsis
   5. Recurrent fever after antibiotic therapy"|||0
49|41|Stroke|0|"Hospice eligible if 1 or 2: 
1. A Palliative Performance Scale (PPS) of 40
2. Inability to maintain hydration and caloric intake with one of the following:
   1. Weight loss 10% during previous 6 months
   2. Weight loss 7.5% in previous 3 months
   3. Serum albumin 2.5 gm/dl
   4. Current history of pulmonary aspiration without effective response to speech language pathology intervention
   5. Calorie counts documenting inadequate caloric/fluid intake."|||0
50|41|Coma|0|"Hospice eligible has any 3 of the following on a day three of coma:
   1. Abnormal brainstem response
   2. Absent verbal response
   3. Absent withdrawal response to pain
   4. Serum creatinine > 1.5 mg/dl"|||0
51|41|HIV|0|"Hospice eligible (both 1 and 2 must be present): 
1. CD4+ Count <25 cells/mcL or persistent viral load >100,000 copies/ml, plus one of the following:
   1. CNS lymphoma
   2. Untreated, or not responsive to treatment, wasting (loss of 33% lean body mass)
   3. Mycobacterium avium complex (MAC) bacteremia, untreated, unresponsive to treatment, or treatment refused
   4. Progressive multifocal leukoencephalopathy
   5. Systemic lymphoma, with advanced HIV disease and partial response to chemotherapy f. Visceral Kaposi\'s sarcoma unresponsive to therapy
   6. Renal failure in the absence of dialysis
   7. Cryptosporidium infection
   8. Toxoplasmosis, unresponsive to therapy
2. Decreased performance status, as measured by the Karnofsky Performance Status (KPS) scale, of ? 50
3. Chronic persistent diarrhea for one year
4. Persistent serum albumin <2.5
5. Concomitant, active substance abuse
6. Age > 50 years
7. Absence of antiretroviral, chemotherapeutic and prophylactic drug therapy related specifically to HIV disease
8. Advanced AIDS dementia complex
9. Toxoplasmosis
10. Congestive heart failure, symptomatic at rest"|||0
52|53|Prognostication Basics|0||||0
53|1|How Do I Care For the Frail?|0||||0
54|53|Goals of Care in the ED|0||Almost every cognizant person has a sense of self, what (s)he tries to do, how (s)he determines and relates to events, and what (s)he hopes for. People usually developed a sense what brings meaning, value, and adds most to quality of life.  Choices depend on experiences, goals, expectations of future.  goals change over the course of a life. At 1 time or another, many people will confront significant illness and consider the possibility death. Choices for care are based on diagnosis and prognosis, potential benefits/risks of various therapies, personal priorities. Things a person would like to do both in the outside world and personally guides how (s)he would possibly like physicians to address illness. Clarification of goals of care directs recommendations (for medical treatment, surgical interventions, intensity of care). Stimulating this discussion in the ED, even without resolution, can positively impact patient care. Without a roadmap first, you can waste time heading down a wrong direction. Possible goals include prevention, cure, prolongation of life, achieving a good death. No one is inherently most valid, and multiple goals may be simultaneous, but they do inherently interrelate and change. In general, reversing illness and restoring health doesn't preclude goals of relieving suffering and improving quality of life. The 7-step process can be used at any time during a person's illness trajectory. You need certain clinical skills to negotiate goals. Skills for the EP include identifying what is reasonable hope? conveying prognosis (with its uncertainty) using appropriate language, setting limits as needed, managing care if patient lacks decision-making capacity (within norms of patient's culture.) Recognize that ED visits often indicate deterioration of long-standing illness or identification of new dz. new events and changes can cause pt to alter prev goals of care.||0
55|53|Possible Goals For Patient|0|"   1. Prolong life
   2. Improve function
   3. Return home
   4. See a family milestone
   5. Relief of suffering
   6. Staying in control
   7. Having a good death"|Palliative intent isn't a foil/alternative to curing or prolonging life.  Address if relief of suffering is now more important or even the total focus, but many palliative care programs now strive to expand availability of services. interdisciplinary care extends symptom control and supportive care hospice programs provide wellness to all w/ life-threatening dx, at any time during illness when they need sx control or supportive care, if they are receptive to such care.||0
56|53|Possible Goals For the Emergency physician|0|"   1. Communicate prognosis and its uncertainty
   2. Use language that effectively communicates, negotiates? 
   3. Set limits on unreasonable goals? (e.g. a patient has incurable disease as well as unrealistic hopes for cure)
   4. Adjust care and communication according to patient's culture? 
   5. Meet expectations for treatment and respect and follow personal instructions and decisions to avoid pt['s family] getting angry, losing trust in medical team. 
   6. Avoid unwanted treatments (''What is purpose of performing tests or procedures on this pt?""; ''How will information influence treatment?'')
   7. Avoid inappropriate use of resources (''labs, rad, invasive tests will reveal multiple abnormalities warranting acute hospitalization, but when presented with this info, pt['s fam] respond, ''We just want to go home.''; ask: ""What are we hoping to find, and what will I do w/ info?'')
   8. Prevent undue suffering (''Can info or procedure change outcome?'')
   9. Dissipate miscommunication among patient, caregiver, and clinician. 
   10. Understand that curative and palliative goals can coexist--allowing for some treatments to continue rather than change goals and that multiple goals are more common than a single goal. 
   11.  Realize when the dying patient is a child, a parent's realization of prognosis comes late. Multiple goal setting may be particularly common in pediatric or younger patients where the concept of ''giving in'' to death can be particularly overwhelming.
   12. Be culturally aware: 
      1. In general don't apply cultural generalizations to individuals
      2. Ask pt early on preference for your handling of info and who they want to make decisions
      3. Discuss if feasible to get all parties together w/in ED visit, in family meeting so all can hear the patient's disposition
      4. Some cultures prefer medical info, particularly that of a life-threatening px, be given to family not patient. Some Navajos do not want a negative prospect at all
      5. Use 3rd person. e.g. ''If you were hearing a story about someone who was facing an illness that could not be cured, how would you want that story to describe the best way to help?''"|Understand that curative and palliative goals can coexist - A patient's overriding goal may be prolonging life, yet (s)he may also have the goal of avoiding increases in discomfort. The clinicial may know a surgery or chemotherapy, may unintentionally cause temporary or permanent functional deterioration and suffering. It is our duty to help the patient and family understand a balance between benefits and burdens of a particular treatment. Over the course of an illness, the relative weight given to each goal may change. It is only in the context of an individual's life and current situation that a balance of goals is achieved. Clinical decisions require prioritization among potential contradictions. Such tradeoffs are inevitable and are part of a continuum of medical care. Goals of care and treatment priorities frequently change as patients approach the end of life. An abrupt transition from primarily curative care to primarily palliative care is rarely appropriate, but historically common. integrating goals of care gradually, not dichotomously. important for progressive predictably fatal illnesses (eg, most cancers, AIDS, COPD, CHF, DM, CRF/ESRD), as treatment changes natural course and prolongs life, but doesn't cure. Integrate relief of suffering into continuum of care.||0
57|53|Before Goals of Care|0|"   1. Establish private comfortable seating for everyone and minimize noise/interruptions 
   2. Review chart, know history, prognosis, treatment options, presence or Absence of advance care planning documents
   3. What tests/treatments are medically appropriate and likely to benefit the patient? 
   4. Review obtain family/patient psychosocial information
   5. Coordinate medical opinions among consultants
   6. Decide who your ED team is and who might need to be present"|||0
58|53|7-Step Goals-of-Care|0||||0
59|58|Introduce Goals of Care Discussion|0|"Get started: introduce the goals of care discussion
   1. Allow everyone to state name/relationship to patient (''can you tell me something about your father? what kind of person is he?'')
   2. Clarify your goals for the meeting and what decisions you are hoping to achieve
   3. ''I want to give the best care possible in the ED and to do that I need to explore your goals.''
   4. ''I want to ensure that your father receives the kind of treatment he wants.''
   5. ''Your comfort and dignity are my top priority so I need to hear what treatments might be right for you.''"|||0
60|58|Determine what the patient and family know|0|"   1. How much do patient and family want to know? (''some people like to know every detail about their illness, others prefer a more general outline. which kind of person are you?'')
   2. Encourage all present to respond (''what have the doctors told you about your wife's condition?''; ''what is your assessment of the current medical situation?'')
   3. ''How has your wife's functioning changed over the course of her illness/hospitalization?''"|||0
