14,10,What are therapeutic goals?,,0,"(Ensure goals c/w medical possibilities. discuss discrepancies as relevant.  translate goals into care intervention/plan to avoid or facilitate withdrawal of particular intervention. Ensure common understanding of and comfort with  goals.) 


?In describing their goals for medical care, people often select one of the following:  Do you seek primarily a cure; to prolong life if possible but to reevaluate interventions that are not working; to value quality of life over life prolongation; or comfort only with no life-prolonging interventions??
Especially if patient seems to have unrealistic goals of care, does (s)he have all information desired regarding his/her condition?
?Do you feel well-treated/respected by the team??    
Coordinate/communicate goals of care w/ PCP. e.g: ?I have your patient Mrs. Jones, who has advanced dementia, in the ED. Have you ever spoken with the family regarding the care plan when the illness progresses? (Allow the primary physician to respond). She is here with another infection. What do you suggest that I tell them regarding her prognosis so that we can figure out the best next steps?",,0,
15,9,Which trajectory is patient on?,,0,Paradigm clinical situations should become mental prompts for EP to place pt on appropriate global trajectory,,0,
16,15,Organ Failure Trajectory,,0,"(Sharp declines in physical function: intermittent, severe sx crises. rebounds often but each crisis decreases baseline level of functioning)",,0,
17,16,COPD,,0,"Discuss goals of care in context of the patient and prognosis. Is patient bouncing back to hospital/ED frequently? Help patients and caregivers consider issues and utility of mechanical ventilation, and possibility of transfer to hospice
Under medicare hospice guidelines, patients are eligible for hospice, considered in terminal phase with a prognosis of <6 months. they must have both 1 and 2):  
Severe chronic lung disease as documented by both a and b:
Disabling dyspnea at rest, poorly or unresponsive to bronchodilators resulting in decreased functional capacity, e.g., bed to chair existence, fatigue, and cough (documentation of Forced Expiratory Volume in one second [FEV1] after bronchodilator less than 30% of predicted is objective evidence for disabling dyspnea, but not mandatory).
Progression of end stage pulmonary disease with increasing visits to the emergency department or hospitalizations for pulmonary infections and/or respiratory failure (documentation of serial decrease of FEV1>40 mL/year is objective for disease progression, but not mandatory).
Hypoxemia at rest on room air (p02 ó 55 mmHg or oxygen saturation ó 88% or hypercapnia (pCO2 ò 50 mmHg). these may be obtained from recent hospital records).
Right heart failure secondary to pulmonary disease (e.g., not secondary to left heart disease or valvulopathy).
Unintentional progressive weight loss of > 10% body weight over preceding six months.
Resting tachycardia > 100/min.",,0,
18,16,Congestive Heart Failure,,0,"(The heart failure disease trajectory is thought to be unpredictable with multiple variables that affect mortality. SHFM has been used to est mean, 1yr, 2yr, 5-yr survival. it calculates projected survival at baseline and after interventions using clinical history, lab values, medication and device data, and NYHA Classifications. (Although long-term prognosis may seem irrelevant in the ED, models may help patients conceptualize the need to think about Goals of care and advance planning. In advanced CHF, delivering a qualitative prognosis of incurable can be useful to some.
Seattle model https://depts.washington.edu/shfm/iPhone/app.php
New York Heart Failure model 
pts w/ NYHA Class IV disease are eligible for hospice under Medicare. patients without Class IV NYHA disease can qualify for hospice admission if they continue to have angina despite optimal medical therapy, are poor candidates for invasive procedures, or decline invasive procedures.
Class I: No symptoms and no limitations in ordinary physical activity, e.g. shortness of breath when walking, climbing stairs. 
Class II: Mild symptoms (mild shortness of breath and/or angina) and slight limitation in ordinary activity
Class III: Marked limitation in activity due to symptoms, even during less than ordinary activity, e.g. walking short distances (20-100m); comfortable only at rest
Class IV: Severe limitations. symptoms at rest. mostly bedbound
Hospice eligibility: 
At the time of initial certification or recertification, patient is already optimized with diuretics and vasodilators. If side effects, such as hypotension or hyerkalemia, prohibit use of ACE inhibitors or combination of hydralazine and nitrates, it must be documented in the records OR patient has angina at rest resistant to standard nitrate therapy and are either not candidates or have declined invasive procedures.
The patient has significant symptoms of recurrent CHF at rest (NYHA Class IV)
Documentation of the following may additionally support eligibility:
Treatment resistant symptomatic supraventricular or ventricular arrhythmias
History of cardiac arrest or resuscitation
History of unexplained syncope
Brain embolism of cardiac origin
Concomitant HIV infection
Documented ejection fraction of 20% or less",,0,
19,16,Liver Disease,,0,"An intermediary is established for criteria for non-cancer diagnoses, regarded by centers for hospice, as ?reasonable approach to the determination of life expectancy based on available research, and may be revised as more research is available.?  Coverage of hospice care for patients not meeting the criteria in this policy may be denied. However, some patients may not meet criteria, yet still be appropriate for hospice, because of other comorbidities or rapid decline. Coverage is therefore approved on an individual basis. Patients awaiting liver transplant who otherwise fit the below criteria may be certified for the Medicare hospice benefit, but if a donor organ is procured, the patient is discharged from hospice.
Hospice eligibility:  ( both 1 and 2 must be present): 
Prothrombin time prolonged > 5 seconds over control, or INR > 1.5
Serum albumin <2.5 gm/dL
End stage liver disease is present, with at least one of the following:
Ascites, refractory to treatment or patient noncomplaint
Spontaneous bacterial peritonitis
Hepatorenal syndrome (elevated creatinine and BUN with oliguria
(<400ml/day) and urine sodium concentration <10 mEq/l)
Hepatic encephalopathy, refractory to treatment, or patient noncomplaint. recurrent variceal bleeding, despite intensive therapy
Documentation of the following supports eligibility 
Progressive malnutrition
Muscle wasting with reduced strength and endurance 
Continued active alcoholism (> 80 gm ethanol/day)
Hepatocellular carcinoma
HBsAg (Hepatitis B) positivity
Hepatitis C refractory to interferon treatment",,0,
20,16,Renal Failure,,0,"(Documentation for eligibility usually includes relevant comorbid and secondary conditions, and associated structural/functional impairments, activity limitations, and environmental factors)
Comorbidities: 
coronary artery disease
peripheral vascular disease
vascular dementia
Secondary conditions
hyperparathyroidism
calciphylaxis
nephrogenic systemic fibrosis
electrolyte abnormalities
anorexia
structural impairments",,0,
21,15,Terminal Illness Trajectory,,0,,,0,
22,20,Use ADL?s,,0,"(Inversely correlated with propensity for death.  Ability = Strong predictors of life expectancy)
Ability to walk to bathroom
Bathing
Grooming
Dressing
Eating
Toileting
Transfer from bed to chair",,0,
23,20,Use IADL?s,,0,"(May use questions from geriatrics section of Instrumental ADL Assessment for serious or terminal illness.  Disposition of discharge from ED may be possible, usually with assistance from a social worker.  Going home is sometimes safer and most often desired.)
Uses a telephone
Get places beyond walking distance
Shop for groceries
Prepares own meals
Does own housework
Does own laundry 
Takes own medicine correctly
Manages own money",,0,
24,0,"Ignore this for now, Joy removed this page",,0,,,0,
25,20,Familiar patient characteristics that signal end of life,,0,"In CHF, hemodynamic failure requiring inotropic support
In CHF, progressive renal insufficiency
In CHF, increasingly frequent repeat hospital admissions
In renal failure, discontinuation of dialysis
In renal failure, severe hyperkalemia without treatment
In COPD, respiratory failure
Sepsis in frail, bedridden patient
Any condition causing coma where fluids are not given, e.g. massive cerebrovascular accident, post-resuscitative hypoxic encephalopathy",,0,
26,20,Prognostication in Cancer,,0,"(Prognostication is key w/ adv cancer typified by metastasis.) 
Features of incurable malignancy 
Single most important predictive factor is functional ability. Many cancers may be curable despite transient significant illness. Reserve judgment that cancer = death.: 
Multiple metastases to brain, liver, or lung
Multiple brain metastases (without radiation) = 4-8 weeks
Multiple brain metastases (with radiation) = 3-6 months
Refractory (malignant) hypercalcemia (except newly diagnosed breast cancer, myeloma, or cancer that is responsive to cancer-directed therapy) = ~8 weeks (weeks to months)
Ongoing bleeding from tumor
Bone marrow failure without transfusions
Malignant pericardial effusion = ~8 weeks (weeks to months)
Pancreatic cancers
Most biliary tract cancers
Metastatic adenocarcinoma of unknown primary
Untreated small cell lung
Carcinomatous meningitis = ~8-12 weeks
Tell me how you spend your day; How much time do you spend lying in bed or lying down in a day? More than half the day? Has this changed recently? 
>50% time supine and increasing correlates median survival of ~3 months. survival time further decreases for added physical sx, esp dyspnea 2/2 cancer.)
Karnofsky performance scale. user input (user chooses one of the 11 choices and gets a percentage in 10?s.) 
A standard way of measuring the ability of cancer patients to perform ordinary tasks. The Karnofsky Performance Status scores range from 0 to 100. (100 = normal; 0 = dead).  A higher score means the patient is better able to carry out daily activities. these studies showed performance status predicts survival. there are further attempts to refine ability to predict length of survival. Preexisting disease, prior treatment attempts, psychological status, social support may affect length of survival in terminal illness.
Normal; no complaints = 100%
Able to carry out normal activity; minor signs or symptoms of disease = 90%
Normal activity with effort; some signs of symptoms of disease = 80%
Cares for self; unable to carry on normal activity or do active work = 70%
Requires occasional assistance, but is able to care for most of his/her needs =60%
Requires considerable assistance and frequent medical care = 50%
Disabled; requires special care and assistance = 40%
Severely disabled; hospitalization is indicated although death not imminent = 30%
Very sick; hospitalization necessary, active supportive treatment necessary = 20%
Moribund; fatal processes progressing rapidly = 10%
Dead = 0%",,0,
27,26,Palliative Performance Scale,,0,"(Modified Karnofsky Performance Scale. ~10% Patients score <50% would be expected to survive > 6 mo. Certain clinical factors inc predictive value of est length of survival when used w/ performance status. In one small prospective study, for example, it was demonstrated that there was a significant relationship between length of survival and dysphagia, cognitive failure and weight loss. The presence of all three factors ? weight loss of 10 kg or more, MMSE of < 24, and dysphagia to solids or liquids predicted survival of less than 4 weeks with an accuracy of 74 %. The estimates in this study were equivalent to that of two physician estimates.	
User input for 5 categories 
Ambulation
Full
Reduced
Mainly sit or lie
Mainly in bed
Totally bed bound
Death
Activity and evidence of disease
Normal activity/no evidence of disease
Normal activity/some evidence of disease
Normal activity with effort/some evidence of disease
Unable to do normal job and work/some evidence of disease
Unable to do hobby or house work/significant disease 
Unable to do any work/extensive disease
Self-care
Full
Occasional assistance necessary
Considerable assistance required
Mainly assistance
Total care
Intake
Normal
Normal or reduced
Reduced
Minimal sips
Mouth care only
Level of consciousness
Full
Full or confusion
Full or drowsy or confusion
Drowsy or coma 
Output: 0, 10...or 100%",,0,
28,26,Palliative Prognostic Index,,0,"PPI uses Palliative Performance Scale along with measures of oral intake, edema, delirium, and dyspnea at rest to predict survival. It has been shown that a PPI of > 6 correlates to a clinical survival of less than 3 weeks
Palliative performance scale (user input?. and output score)
10-20?.4.0
30-50...2.5
>/= 60...0
Oral intake (user input...and output score)
severely reduced (</=mouthfuls)...2.5
moderately reduced >mouthfuls?.1.0
normal...0
Edema (user input...and output score)
present...1.0
absent...0
Dyspnea at rest(user input...and output score)
present...3.5
absent...0
Delirium (user input...and output score)
present...4.0
absent...0.0",,0,
29,28,Palliative Performance Scale - Calculator,,0,"10-20?.4.0
30-50...2.5
>/= 60...0",,0,
30,28,Oral Intake - Calculator,,0,"severely reduced (</=mouthfuls)...2.5
moderately reduced >mouthfuls?.1.0
normal...0",,0,
31,28,Edema - Calculator,,0,"present...1.0
absent...0",,0,
32,28,Dyspnea at Rest - Calculator,,0,"present...3.5
absent...0",,0,
33,28,Delirium - Calculator,,0,"present...4.0
absent...0",,0,
34,26,ECOG,,0,"(Eastern Cooperative Oncology Group) scale (0 = normal; 5 = dead). Notable exceptions are breast/prostate ca w/ good performance status because these cancers may be indolent. In these patients, additional features that suggest short prognosis are needed (eg, declining functional status, dyspnea, weight loss) if a prognosis of weeks is to be assumed. Other indicators of a prognosis of less than 6 months include malignant ascites, malignant pleural effusion, or malignant bowel obstruction that cannot be surgically bypassed.
Normal activity...1
Symptoms but nearly fully ambulatory some bed time, but needs to be in bed <50% of normal daytime?.2
Need to be in bed greater than 50% normal daytime?.3
Unable to get out of bed?.4
Death...5",,0,
35,15,Sudden Death Trajectory,,0,"(Cardiac arrest survival data poses significant challenges, but use basic principles to prognosticate poorer prognosis in important task of counseling severely ill(?s caregivers) re: +/- CPR. help them conceptualize likelihood of successful CPR. Clear misconceptions of wildly successful media examples that often influence both patients and caregivers to choose resuscitation despite a likely poor outcome.) QOL post-resuscitation difficult to predict. Alert patient(?s families) that it is often complicated and, many times, profoundly reduced.",,0,
36,35,Poor prognostic indicators s/p cardiac arrest,,0,"Delay to CPR
Prolonged arrest time
Long CPR time, of course considering cause of arrest, age, preexisting morbidities
Increased likelihood of death post cardiac arrest prehospital:
sepsis
cancer
dementia
coronary artery disease 
african-american heritage
serum creatinine > 1.5
for witnessed arrest in the ED, chance of ROSC increases, but still bears poor overall survival similar to (if higher than) out-of-hospital cardiac arrest.",,0,
37,35,Tools for discussions for patients receiving CPR,,0,"?CPR is a therapy that, by definition, we use only when a patient dies, and when we do not do it, we allow natural death.?
?The typical outcomes shown on television are usually fictitious.?
?Patients with chronic, progressive, irreversible illness will not become better than their baseline functioning prior to the cardiac arrest.?
?Resuscitation may give the patient more days physically, but the quality of that time is likely to be poor.?
?If the patient has a cardiac arrest out of the hospital, the survival rate is poor.?
?Choosing CPR usually precludes natural death at home because EMS is called and pt is typically transported to the hospital.?",,0,
38,35,Trauma,,0,"Prognostication for severe trauma pt can be very difficult in acute phase, depending age, comorbidities,  whether penetrating vs blunt. can use injury severity scores, in older adults = poor prognosis, nearly double fatality rate eg. severe brain injury.  trauma surgeon often best judge of predicted mortality of any set of injuries.  In some centers, trauma surgeons will want to handle communications. In others, EPs may need to prepare for bad news, galvanize support for family in ED, focus on sx control.",,0,
39,15,Frailty Trajectory,,0,"Colloquially, ?the dwindles? or ?Failure To Thrive.? Not unusual for patients w/o clearly predominant disease state to present with multiple medical problems, deterioration. Prognosis can be difficult in these patients. Termed Adult FTT if weight loss is major driving factor, and ?debility? when there are multiple medical problems. may be seen by families as chronically ill but not at EOL.  decline so slow neither may feel pressure to decide goals, advance care planning. Particularly in LTAC, + in/out hospital w/ episodic infections, cv or neurological events recovering each time only w/ added overall decline.  you may be the key to not rehospitalize or focus on comfort if hospitalized again. there are a combination of factors shown to predict mortality.  prognosis tends to follow performance status.",,0,
40,39,Dementia,,0,"Chronic, progressive, incurable neurodegenerative disorder ?> significant physical, psychological, social, existential distress for patients, caregivers. most common type is Alzheimer disease, then vascular dementia. dementia prognostication can be difficult 2/2 slow decline, different clinical paths of the etiologies. vascular/ischemic-related may have periods of improvement w/in long course of decline. Alzheimer-type tend to have a more linear decline. In later stages, persistent impaired brain functioning begets other progressive system failures and death.",,0,
41,40,Help Dementia Patient Caregivers,,0,"Understand the indolent, progressive, terminal nature of dementia to allow them to prepare for goal setting, advance care planning
Enable them to support in physical (psychological, social, existential) domain(s). commonly chronic grief may debilitate caregivers long before death arrives, who feel loved one is slipping away
Use NEST for dementia",,0,
42,40,Dementia patient hospice eligibility,,0,"Hospice eligibility per National Hospice and Palliative Care Organization formulates dementia prognosis <6 months). Reisberg Functional Assessment Staging (FAST) Scale has been used for many years to describe Medicare beneficiaries with Alzheimer?s Disease and a prognosis of six months or less. FAST Scale is 16-item scale designed to parallel the progressive activity limitations associated with Alzheimer?s Disease. Stage 7 identifies the threshold of activity limitation that would support a six-month prognosis. 
Stage #1: No difficulty, either subjectively or objectively
Stage #2: Complains of forgetting location of objects; subjective work difficulties
Stage #3: Decreased job functioning evident to coworkers; difficulty in traveling to new locations
Stage #4: Decreased ability to perform complex tasks (e.g., planning dinner for guests; handling finances)
Stage #5: Requires assistance in choosing proper clothing
Stage #6
Difficulty putting clothing on properly without assistance
Unable to bathe properly; e.g., difficulty adjusting bath water temperature) occasionally or more frequently over the past weeks.
Inability to handle mechanics of toileting (e.g., forgets to flush the toilet, does not wipe properly or properly dispose of toilet tissue) occasionally or more frequently over the past weeks. 
Urinary incontinence, occasional or more frequent. 
Fecal Incontinence, (occasional or more frequently over the past week). 				
Stage #7
Ability to speak limited to approximately a half dozen different words or fewer, in the course of an average day or in the course of an intensive interview. 
Ability to speak limited to approximately a half dozen different words or fewer, in the course of an average day or in the course of an intensive interview 
Speech ability limited to the use of a single intelligible word in an average day or in the course of an interview (the person may repeat the word over and over. 
Ambulatory ability lost (cannot walk without personal assistance).
Ability to sit up without assistance lost (e.g., the individual will fall over if there are no lateral rests [arms] on the chair).
Loss of the ability to smile. 
 Need assistance with at least 3 ADLs:
 increased frequency of bowel and bladder incontinence
Inability to speak at least 6 intelligible words on average day      
Must have a history of 1+ of the following in  last 12 mo:
Aspiration
Urinary tract infection
Sepsis
Pneumonia
Multiple stage 3-4 pressure ulcers
Evidence of nutritional compromise including albumin < 2.5 or unintentional weight loss >10% over last 12 mo",,0,
43,39,Debility and Adult Failure to Thrive,,0,"Poor predictors of survival that could warrant referral to hospice
Recurrent or intractable infections such as pneumonia, urinary tract infection, or sepsis;
Progressive weight loss of > 10% in the last 6 months;
Dysphagia with recurrent aspiration or inadequate oral intake;
Progressive deep ulcerations
Hospice criteria for adult failure to thrive
Karnofsky or Palliative Performance Scale value less than or equal to 40%
BMI <22",,0,
44,39,Amyotrophic lateral sclerosis,,0,,,0,
45,44,Amyotrophic lateral sclerosis general considerations,,0,"ALS tends to progress in a linear fashion over time. Thus the overall rate of decline in each patient is fairly constant and predictable, unlike many other non-cancer diseases.
However, no single variable deteriorates at a uniform rate in all patients. Therefore, multiple clinical parameters are required to judge the progression of ALS.
Although ALS usually presents in a localized anatomical area, the location of initial presentation does not correlate with survival time. By the time patients become end-stage, muscle denervation has become widespread, affecting all areas of the body, and initial predominance patterns do not persist.
Progression of disease differs markedly from patient to patient. Some patients decline rapidly and die quickly; others progress more slowly. For this reason, the history of the rate of progression in individual patients is important to obtain to predict prognosis.
In end-stage ALS, two factors are critical in determining prognosis: ability to breathe, and to a lesser extent ability to swallow. The former can be managed by artificial ventilation, and the latter by gastrostomy or other artificial feeding, unless the patient has recurrent aspiration pneumonia. While not necessarily a contraindication to hospice care, the decision to institute either artificial ventilation or artificial feeding will significantly alter six month prognosis.
Examination by a neurologist within three months of assessment for hospice is advised, both to confirm the diagnosis and to assist with prognosis.",,0,
46,44,Amyotrophic lateral sclerosis hospice eligibility,,0,"(must fulfill 1, 2, or 3)
Patient demonstrates critically impaired breathing capacity as demonstrated by all the following characteristics occurring within the 12 months preceding initial hospice certification: 
Vital capacity (VC) less than 30% of normal
Significant dyspnea at rest
Requiring supplemental oxygen at rest
Patient declines artificial ventilation
Patient must demonstrate both rapid progression of ALS and critical nutritional impairment (Rapid progression of ALS as demonstrated by all the following characteristics occurring within the 12 months preceding initial hospice certification:
Progression from independent ambulation to wheelchair or bedbound status
Progression from normal to barely intelligible or unintelligible speech
Progression from normal to pureed diet
Progression from independence in most or all activities of daily living (ADLs) to needing major assistance by caretaker in all ADLs.
Critical nutritional impairment as demonstrated by all the following characteristics occurring within the 12 months preceding initial hospice certification:
Oral intake of nutrients and fluids insufficient to sustain life
Continuing weight loss
Dehydration or hypovolemia
Absence of artificial feeding methods
Patient must demonstrate both rapid progression of ALS and life-threatening complications
Life-threatening complications as demonstrated by one of the following characteristics occurring within the 12 months preceding initial hospice certification:
Recurrent aspiration pneumonia (with or without tube feedings)
Upper urinary tract infection, e.g., pyelonephritis
Sepsis
Recurrent fever after antibiotic therapy",,0,
47,39,Stroke,,0,"Hospice eligible if 1 or 2: 
A Palliative Performance Scale (PPS) of 40
Inability to maintain hydration and caloric intake with one of the following:
Weight loss 10% during previous 6 months
Weight loss 7.5% in previous 3 months
Serum albumin 2.5 gm/dl
Current history of pulmonary aspiration without effective response to speech language pathology intervention
Calorie counts documenting inadequate caloric/fluid intake.",,0,
48,39,Coma,,0,"Hospice eligible has any 3 of the following on a day three of coma:
Abnormal brainstem response
Absent verbal response
Absent withdrawal response to pain
Serum creatinine > 1.5 mg/dl",,0,
49,39,HIV,,0,"Hospice eligible (both 1 and 2 must be present): 
CD4+ Count <25 cells/mcL or persistent viral load >100,000 copies/ml, plus one of the following:
CNS lymphoma
Untreated, or not responsive to treatment, wasting (loss of 33% lean body mass)
Mycobacterium avium complex (MAC) bacteremia, untreated, unresponsive to treatment, or treatment refused
Progressive multifocal leukoencephalopathy
Systemic lymphoma, with advanced HIV disease and partial response to chemotherapy f. Visceral Kaposi's sarcoma unresponsive to therapy
Renal failure in the absence of dialysis
Cryptosporidium infection
Toxoplasmosis, unresponsive to therapy
Decreased performance status, as measured by the Karnofsky Performance Status (KPS) scale, of ó 50
Chronic persistent diarrhea for one year
Persistent serum albumin <2.5
Concomitant, active substance abuse
Age > 50 years
Absence of antiretroviral, chemotherapeutic and prophylactic drug therapy related specifically to HIV disease
Advanced AIDS dementia complex
Toxoplasmosis
Congestive heart failure, symptomatic at rest",,0,
50,39,Prognostication Basics,,0,"Objective, well-studied tools estimate/improve the accuracy of prognostication.  Continue to avoid a false sense of certainty
First assign qualitatively
Curable vs. incurable; ?will live? vs ?will die in foreseeable future
Has anyone talked to you about what to expect?
Do you have any sense of how much time is left? Is this something you?d like to talk about? 
?Based on what you have told me, and what I see, I believe you are dying.?
In serious illness, may use gross quantification: hrs to days, days to wks, wks to months, months to years
?Although I can?t give you an exact time, in general patients with your condition live _____wks/months.?
?I think she has weeks to months left to live.?
Frame semiquantitatively with formulations: 
?Half of the people with this condition survive until discharge, the other half die in their hospital stay?",,0,
51,1,How Do I Care For the Frail?,,0,,,0,
52,51,Goals of Care in the ED,,0,"Almost every cognizant person has a sense of self, what (s)he tries to do, how (s)he determines and relates to events, and what (s)he hopes for. People usually developed a sense what brings meaning, value, and adds most to quality of life.  Choices depend on experiences, goals, expectations of future.  goals change over the course of a life. At 1 time or another, many people will confront significant illness and consider the possibility death. Choices for care are based on diagnosis and prognosis, potential benefits/risks of various therapies, personal priorities. Things a person would like to do both in the outside world and personally guides how (s)he would possibly like physicians to address illness. Clarification of goals of care directs recommendations (for medical treatment, surgical interventions, intensity of care). Stimulating this discussion in the ED, even without resolution, can positively impact patient care. Without a roadmap first, you can waste time heading down a wrong direction. Possible goals include prevention, cure, prolongation of life, achieving a good death. No one is inherently most valid, and multiple goals may be simultaneous, but they do inherently interrelate and change. In general, reversing illness and restoring health doesn?t preclude goals of relieving suffering and improving quality of life. The 7-step process can be used at any time during a person?s illness trajectory. You need certain clinical skills to negotiate goals. Skills for the EP include identifying what is reasonable hope? conveying prognosis (with its uncertainty) using appropriate language, setting limits as needed, managing care if patient lacks decision-making capacity (within norms of patient?s culture.) Recognize that ED visits often indicate deterioration of long-standing illness or identification of new dz. new events and changes can cause pt to alter prev goals of care.",,0,
53,51,Possible Goals For Patient,,0,"Palliative intent isn?t a foil/alternative to curing or prolonging life.  Address if relief of suffering is now more important or even the total focus, but many palliative care programs now strive to expand availability of services. interdisciplinary care extends symptom control and supportive care hospice programs provide wellness to all w/ life-threatening dx, at any time during illness when they need sx control or supportive care, if they are receptive to such care.
Prolong life
Improve function
Return home
See a family milestone
Relief of suffering
Staying in control
Having a good death",,0,
54,51,Possible Goals For the emergency physician,,0,"communicate prognosis and its uncertainty
use language that effectively communicates, negotiates? 
set limits on unreasonable goals? (e.g. a patient has incurable disease as well as unrealistic hopes for cure)
adjust care and communication according to patient?s culture? 
meet expectations for treatment and respect and follow personal instructions and decisions to avoid pt[?s family] getting angry, losing trust in medical team. 
avoid unwanted treatments (?What is purpose of performing tests or procedures on this pt?""; ?How will information influence treatment??)
avoid inappropriate use of resources (?labs, rad, invasive tests will reveal multiple abnormalities warranting acute hospitalization, but when presented with this info, pt[?s fam] respond, ?We just want to go home.?; ask: ""What are we hoping to find, and what will I do w/ info??)
prevent undue suffering (?Can info or procedure change outcome??)
dissipate miscommunication among patient, caregiver, and clinician. 
Understand that curative and palliative goals can coexist--allowing for some treatments to continue rather than change goals and that multiple goals are more common than a single goal. 
A patient?s overriding goal may be prolonging life, yet (s)he may also have the goal of avoiding increases in discomfort. The clinicial may know a surgery or chemotherapy, may unintentionally cause temporary or permanent functional deterioration and suffering. It is our duty to help the patient and family understand a balance between benefits and burdens of a particular treatment. Over the course of an illness, the relative weight given to each goal may change. It is only in the context of an individual?s life and current situation that a balance of goals is achieved. Clinical decisions require prioritization among potential contradictions. Such tradeoffs are inevitable and are part of a continuum of medical care. Goals of care and treatment priorities frequently change as patients approach the end of life. An abrupt transition from primarily curative care to primarily palliative care is rarely appropriate, but historically common. integrating goals of care gradually, not dichotomously. important for progressive predictably fatal illnesses (eg, most cancers, AIDS, COPD, CHF, DM, CRF/ESRD), as treatment changes natural course and prolongs life, but doesn?t cure. Integrate relief of suffering into continuum of care. 
 Realize when the dying patient is a child, a parent?s realization of prognosis comes late. Multiple goal setting may be particularly common in pediatric or younger patients where the concept of ?giving in? to death can be particularly overwhelming.
be culturally aware: 
in general don?t apply cultural generalizations to individuals
ask pt early on preference for your handling of info and who they want to make decisions
discuss if feasible to get all parties together w/in ED visit, in family meeting so all can hear the patient?s disposition
Some cultures prefer medical info, particularly that of a life-threatening px, be given to family not patient. Some Navajos do not want a negative prospect at all
use 3rd person. e.g. ?If you were hearing a story about someone who was facing an illness that could not be cured, how would you want that story to describe the best way to help??",,0,
